filename,folder,source_type,risk_category,wiki_concepts,tags,confidence,reason
arxiv_2410.13215_fb4ba518.pdf,Evaluation,research_paper,misalignment,Scalable Oversight|AI Evaluations & Benchmarks,scalable-oversight,medium,"concepts=Scalable Oversight,AI Evaluations & Benchmarks; tags=1"
arxiv_2410.13722_5c649617.pdf,Evaluation,research_paper,misalignment,RLHF & Its Limitations|AI Evaluations & Benchmarks,DeepMind|Google|Meta,high,"concepts=RLHF & Its Limitations,AI Evaluations & Benchmarks; tags=3"
arxiv_2410.13787_cb17e218.pdf,AI Risk Mitigation,research_paper,misalignment,,Anthropic,low,tags=1
arxiv_2410.21514_b1ff2e52.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2411.00640_7fa1cbc8.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|Anthropic,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2411.03336_8f4c9ea6.pdf,Evaluation,research_paper,misalignment,Alignment Faking & Scheming|AI Evaluations & Benchmarks,scheming|evaluations|safety-cases|catastrophic-risk|METR,high,"concepts=Alignment Faking & Scheming,AI Evaluations & Benchmarks; tags=5"
arxiv_2411.04872_efc4b605.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2411.07494_f9b96b70.pdf,Evaluation,research_paper,misuse,AI Evaluations & Benchmarks,benchmarks|robustness|adversarial|jailbreaking,high,concepts=AI Evaluations & Benchmarks; tags=4
arxiv_2411.12990_0ca66ea8.pdf,Evaluation,research_paper,mistakes,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2411.16035_85d08627.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2412.00586_a96c5ca8.pdf,Evaluation,research_paper,misalignment,Scalable Oversight|AI Evaluations & Benchmarks,,medium,"concepts=Scalable Oversight,AI Evaluations & Benchmarks"
arxiv_2412.01946_f578f0c5.pdf,AI Risk Mitigation,research_paper,misuse,Scalable Oversight,biorisk,medium,concepts=Scalable Oversight; tags=1
arxiv_2412.04984_fc6880af.pdf,Evaluation,research_paper,misalignment,Alignment Faking & Scheming|Agentic Misalignment|AI Evaluations & Benchmarks,scheming|evaluations|agentic-AI|autonomous-systems,high,"concepts=Alignment Faking & Scheming,Agentic Misalignment,AI Evaluations & Benchmarks; tags=4"
arxiv_2412.08686_10916ec8.pdf,AI Risk Mitigation,research_paper,misalignment,,transparency,low,tags=1
arxiv_2412.08905_6420b30c.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
arxiv_2412.12480_04b25f9b.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,Anthropic,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2412.14093_ac957a1e.pdf,AI Alignment,research_paper,misalignment,Alignment Faking & Scheming|Existential Risk & Superintelligence,alignment-faking|Anthropic,high,"concepts=Alignment Faking & Scheming,Existential Risk & Superintelligence; tags=2"
arxiv_2412.14161_892accfd.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2412.16339_b449e61c.pdf,Model-level Mitigation,research_paper,misalignment,,deliberative-alignment|OpenAI,medium,tags=2
arxiv_2412.16720_76b3df06.pdf,RSP,model_card,misuse,AI Evaluations & Benchmarks,deliberative-alignment|benchmarks|chain-of-thought|model-card|OpenAI|robustness|jailbreaking,high,concepts=AI Evaluations & Benchmarks; tags=7
arxiv_2412.19437_761c102c.pdf,AI Risk Mitigation,research_paper,misalignment,Scalable Oversight,,medium,concepts=Scalable Oversight
arxiv_2501.18837_a49c6f96.pdf,Evaluation,research_paper,misuse,AI Evaluations & Benchmarks,red-teaming|Anthropic|jailbreaking,high,concepts=AI Evaluations & Benchmarks; tags=3
arxiv_2502.02180_d4556fc9.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|capability-elicitation|Anthropic|OpenAI|DeepMind|Google,high,concepts=AI Evaluations & Benchmarks; tags=6
arxiv_2502.03461_a0cf712c.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,evaluations|benchmarks,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2502.12115_10319adc.pdf,Evaluation,research_paper,misalignment,Agentic Misalignment|AI Evaluations & Benchmarks,benchmarks|agentic-AI|Anthropic|OpenAI|DeepMind,high,"concepts=Agentic Misalignment,AI Evaluations & Benchmarks; tags=5"
arxiv_2502.14143_0b8f852a.pdf,Multi-Agent,research_paper,misalignment,Agentic Misalignment,multi-agent,medium,concepts=Agentic Misalignment; tags=1
arxiv_2502.14499_680cf1de.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks|Meta,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2503.05731_31036499.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2503.11926_4a5fa1e9.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations|Agentic Misalignment,reward-hacking|CoT-monitoring|chain-of-thought|agentic-AI|OpenAI,high,"concepts=RLHF & Its Limitations,Agentic Misalignment; tags=5"
arxiv_2503.17332_5e13cdc7.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks|autonomous-systems,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2504.01849_634415aa.pdf,AI Safety,research_paper,misalignment,Existential Risk & Superintelligence,AGI|DeepMind|Google,high,concepts=Existential Risk & Superintelligence; tags=3
arxiv_2504.16137_9ca093b9.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
arxiv_2505.05410_66f0f52a.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,chain-of-thought|Anthropic,high,concepts=AI Evaluations & Benchmarks; tags=2
arxiv_2507.11473_263bfab5.pdf,Evaluation,research_paper,misalignment,RLHF & Its Limitations|Existential Risk & Superintelligence|AI Evaluations & Benchmarks,chain-of-thought|Anthropic|OpenAI|DeepMind|Google|METR,high,"concepts=RLHF & Its Limitations,Existential Risk & Superintelligence,AI Evaluations & Benchmarks; tags=6"
arxiv_2508.06601_086e6f46.pdf,AI Risk Mitigation,research_paper,misalignment,,open-weight,low,tags=1
arxiv_2509.15541_c4da741e.pdf,Evaluation,research_paper,misalignment,Alignment Faking & Scheming|AI Evaluations & Benchmarks,scheming|deliberative-alignment|OpenAI,high,"concepts=Alignment Faking & Scheming,AI Evaluations & Benchmarks; tags=3"
arxiv_2510.07192_553833a1.pdf,AI Risk Mitigation,research_paper,misalignment,,Anthropic,low,tags=1
arxiv_2602.16703_387e0af9.pdf,Evaluation,research_paper,misuse,AI Evaluations & Benchmarks,evaluations|benchmarks|dual-use,high,concepts=AI Evaluations & Benchmarks; tags=3
bitter_lesson_1c4b2bb3.pdf,AI Safety,educational,misalignment,Existential Risk & Superintelligence,,medium,concepts=Existential Risk & Superintelligence
buolamwini18a_400f0c88.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,transparency,medium,concepts=AI Evaluations & Benchmarks; tags=1
common-elements-nov-2024_66a59187.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,,medium,concepts=AI Evaluations & Benchmarks
cs188-fa24-lec25_70157e44.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
ed3fea9033a80fea1376299fa7863f4a-Paper-Conference_33e31b28.pdf,AI Risk Mitigation,research_paper,misalignment,,chain-of-thought|Anthropic|transparency,medium,tags=3
koh17a_2e5028fb.pdf,AI Risk Mitigation,research_paper,misalignment,,,low,default rules
macglashan17a_eb343d23.pdf,AI Risk Mitigation,research_paper,misalignment,RLHF & Its Limitations,,medium,concepts=RLHF & Its Limitations
reasoning_models_paper_3cf549cf.pdf,Evaluation,research_paper,misalignment,AI Evaluations & Benchmarks,chain-of-thought|Anthropic,high,concepts=AI Evaluations & Benchmarks; tags=2
Ω_16_253a538b.md,Evaluation,blog_post,misalignment,AI Evaluations & Benchmarks,benchmarks,medium,concepts=AI Evaluations & Benchmarks; tags=1
Ω_34_67f38999.md,AI Safety,blog_post,misalignment,,,low,default rules
Ω_35_160a57c3.md,AI Risk Mitigation,blog_post,misalignment,Scalable Oversight,debate,medium,concepts=Scalable Oversight; tags=1
Ω_35_51bcd6bb.md,Evaluation,blog_post,misalignment,AI Evaluations & Benchmarks,DeepMind,medium,concepts=AI Evaluations & Benchmarks; tags=1
Ω_36_b7040c0e.md,AI Safety,blog_post,misalignment,,,low,default rules
Ω_38_e12fdd1d.md,AI Safety,blog_post,misalignment,,,low,default rules
Ω_3_f162cf38.md,AI Safety,blog_post,misalignment,,,low,default rules
Ω_40_e075e628.md,AI Safety,blog_post,misalignment,,OpenAI,low,tags=1
Ω_41_0dc16d11.md,Evaluation,blog_post,misalignment,AI Evaluations & Benchmarks,deception,medium,concepts=AI Evaluations & Benchmarks; tags=1
Ω_55_79d493f9.md,AI Safety,blog_post,misalignment,,,low,default rules
Ω_5_0ee81fb2.md,RSP,blog_post,misalignment,RLHF & Its Limitations|Responsible Scaling Policies,ASL|Anthropic,high,"concepts=RLHF & Its Limitations,Responsible Scaling Policies; tags=2"
