folder,filename,ext,title,concepts,tags,source_url,body_excerpt
03_Evaluations/03e_Other-Evaluations,Apart_Research_ce9a2497.pdf,.pdf,Apart Research,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Apollo_Research_057bf1be.md,.md,Apollo Research,AI Evaluations & Benchmarks,"scheming, evaluations, governance, AGI",https://www.apolloresearch.ai/,"## Our Mission #### As AI capabilities increase, some of the greatest risks will come from “scheming” AI, advanced systems that covertly pursue misaligned objectives. #### Our goal is to understand an"
03_Evaluations/03e_Other-Evaluations,BLEU_-_Wikipedia_1eb08290.md,.md,BLEU - Wikipedia,,evaluations,https://en.wikipedia.org/wiki/BLEU,**BLEU** (**bilingual evaluation understudy**) is an algorithm for [evaluating](https://en.wikipedia.org/wiki/Evaluation_of_machine_translation) the quality of text which has been [machine-translated]
03_Evaluations/03e_Other-Evaluations,Bayes_factor_-_Wikipedia_2aa0afd6.md,.md,Bayes factor - Wikipedia,,evaluations,https://en.wikipedia.org/wiki/Bayes_factor,| Part of a series on | | |---| [Posterior](https://en.wikipedia.org/wiki/Posterior_probability)=[Likelihood](https://en.wikipedia.org/wiki/Likelihood_function)×[Prior](https://en.wikipedia.org/wiki/P
03_Evaluations/03e_Other-Evaluations,Bias-Augmented_Consistency_Training_Reduces_Biased_Reasoning_in_Chain-of-Thought_260d2cdd.pdf,.pdf,Bias-Augmented Consistency Training Reduces Biased Reasoning in Chain-of-Thought,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Buck_S_Shortform_f162cf38.md,.md,Buck's Shortform,AI Evaluations & Benchmarks,catastrophic-risk,https://www.lesswrong.com/posts/tmWMuY5HCSNXXZ9oq/buck-s-shortform?commentId=TNFatFiqHd8Bp,This is a special post for quick takes by Buck. Only they can create top-level comments. Comments here also appear on the Quick Takes page and All Posts page. One thing I notice when reading 20th cent
03_Evaluations/03e_Other-Evaluations,Chain_of_Thought_Monitorability_A_New_and_Fragile_Opportunity_for_AI_Safety_263bfab5.pdf,.pdf,Chain of Thought Monitorability A New and Fragile Opportunity for AI Safety,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Cognitive_Dissonance_2b7805cf.pdf,.pdf,Cognitive Dissonance,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Constitutional_Classifiers_Defending_against_Universal_Jailbreaks_across_Thousands_of_Hour_a49c6f96.pdf,.pdf,Constitutional Classifiers Defending against Universal Jailbreaks across Thousands of Hour,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Continual_Learning_for_Instruction_Following_from_Realtime_Feedback_Alane_Suhr_301cd5ae.pdf,.pdf,Continual Learning for Instruction Following from Realtime Feedback Alane Suhr,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,D_O_Unlearning_Methods_Remove_Information_FROM_Language_Model_Weights_c1f30091.pdf,.pdf,D O Unlearning Methods Remove Information FROM Language Model Weights,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Debating_with_More_Persuasive_LLMs_Leads_to_More_Truthful_Answers_1838b47c.pdf,.pdf,Debating with More Persuasive LLMs Leads to More Truthful Answers,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Defending_Against_Unforeseen_Failure_Modes_with_Latent_Adversarial_Training_fe947922.pdf,.pdf,Defending Against Unforeseen Failure Modes with Latent Adversarial Training,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Details_about_METRs_preliminary_evaluation_of_OpenAI_o1-preview_ba23dd60.md,.md,Details about METR’s preliminary evaluation of OpenAI o1-preview,AI Evaluations & Benchmarks,"evaluations, OpenAI",https://evaluations.metr.org/openai-o1-preview-report,"September 12, 2024 METR received access to OpenAI o1-mini on August 28th and to OpenAI o1-preview on September 3rd, and evaluated these models for autonomous capabilities and AI R&D ability until Sept"
03_Evaluations/03e_Other-Evaluations,Discovering_Language_Model_Behaviors_with_Model-Written_Evaluations_ad683c29.pdf,.pdf,Discovering Language Model Behaviors with Model-Written Evaluations,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Discovering_Latent_Knowledge_IN_Language_Models_Without_Supervision_021cf036.pdf,.pdf,Discovering Latent Knowledge IN Language Models Without Supervision,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Do_Large_Language_Model_Benchmarks_Test_Reliability_a0cf712c.pdf,.pdf,Do Large Language Model Benchmarks Test Reliability,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Easy2Hard-Bench_Standardized_Difficulty_Labels_for_Profiling_LLM_Performance_and_Generaliz_db0ce75a.pdf,.pdf,Easy2Hard-Bench Standardized Difficulty Labels for Profiling LLM Performance and Generaliz,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Eight_Methods_TO_Evaluate_ROBUST_Unlearning_IN_LLM_S_Phillip_Guo_fbdbe12a.pdf,.pdf,Eight Methods TO Evaluate ROBUST Unlearning IN LLM S Phillip Guo,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Elo_Uncovered_Robustness_and_Best_Practices_in_Language_Model_Evaluation_ddd24d60.pdf,.pdf,Elo Uncovered Robustness and Best Practices in Language Model Evaluation,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Escalation_Risks_from_Language_Models_in_Military_and_Diplomatic_Decision-Making_5511ab6b.pdf,.pdf,Escalation Risks from Language Models in Military and Diplomatic Decision-Making,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Evals_ce1ac4cb.md,.md,Evals,AI Evaluations & Benchmarks,,https://www.mariushobbhahn.com/evals,"I want to grow the evals field and make it more accessible for people who want to start doing evals. My goal is that someone who is new to evals could either spend a day, a week or a month on the mate"
03_Evaluations/03e_Other-Evaluations,Evaluating_Large_Language_Models_Capability_to_Launch_Fully_Automated_Spear_a96c5ca8.pdf,.pdf,Evaluating Large Language Models Capability to Launch Fully Automated Spear,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Evaluating_Large_Language_Models_Trained_on_Code_cfef0bfa.pdf,.pdf,Evaluating Large Language Models Trained on Code,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Evaluating_Superhuman_Models_with_Consistency_Checks_Lukas_Fluri_636af9ab.pdf,.pdf,Evaluating Superhuman Models with Consistency Checks Lukas Fluri,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Evaluating_frontier_AI_RD_capabilities_of_language_model_agents_against_human_experts_b1af10e6.md,.md,Evaluating frontier AI R&D capabilities of language model agents against human experts,AI Evaluations & Benchmarks,"benchmarks, METR",https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms,"We’re releasing RE-Bench, a new benchmark for measuring the performance of humans and frontier model agents on ML research engineering tasks. We also share data from 71 human expert attempts and resul"
03_Evaluations/03e_Other-Evaluations,Fake_Alignment_Are_LLMs_Really_Aligned_Well_Content_Warning_This_paper_contains_examples_o_141a6579.pdf,.pdf,Fake Alignment Are LLMs Really Aligned Well Content Warning This paper contains examples o,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Finetuned_Language_Models_Are_Zero_-Shot_Learners_0c57a508.pdf,.pdf,Finetuned Language Models Are Zero -Shot Learners,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,GPQA_A_Graduate-Level_Google-Proof_QA_Benchmark_David_Rein12_9fcb4b1f.pdf,.pdf,GPQA A Graduate-Level Google-Proof QA Benchmark David Rein12,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Games_for_AI_Control_Models_of_Safety_Evaluations_of_AI_Deployment_Protocols_f977b960.pdf,.pdf,Games for AI Control Models of Safety Evaluations of AI Deployment Protocols,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Gemini_A_Family_of_Highly_Capable_Multimodal_Models_efa29797.pdf,.pdf,Gemini A Family of Highly Capable Multimodal Models,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Gene_drives_gaining_speed_-_Nature_Reviews_Genetics_37b3bbea.md,.md,Gene drives gaining speed - Nature Reviews Genetics,AI Evaluations & Benchmarks,,https://www.nature.com/articles/s41576-021-00386-0,## Abstract Gene drives are selfish genetic elements that are transmitted to progeny at super-Mendelian (>50%) frequencies. Recently developed CRISPR–Cas9-based gene-drive systems are highly efficient
03_Evaluations/03e_Other-Evaluations,Goodharts_law_-_Wikipedia_d425846f.md,.md,Goodhart's law - Wikipedia,"Existential Risk & Superintelligence, AI Evaluations & Benchmarks","evaluations, regulation, extinction",https://en.wikipedia.org/wiki/Goodhart%27s_law,"**Goodhart's law** is an [adage](https://en.wikipedia.org/wiki/Adage) that has been stated as, 'When a measure becomes a target, it ceases to be a good measure'. [1] It is named after British economis"
03_Evaluations/03e_Other-Evaluations,Harry_Mayne_1493ede0.md,.md,Harry Mayne,AI Evaluations & Benchmarks,,https://www.harrymayne.com/,I'm an Astra Fellow with Owain Evans (Truthful AI) and a PhD researcher at the University of Oxford. My research evaluates LLM self-explanations: the natural language explanations LLMs give to justify
03_Evaluations/03e_Other-Evaluations,HiLumi_LHC_CERNs_full-scale_test_stand_ente..._f5bf7d31.md,.md,HiLumi LHC: CERN’s full-scale test stand ente...,"Existential Risk & Superintelligence, AI Evaluations & Benchmarks",,https://home.cern/resources/faqs/five-sigma,"When a new particle physics discovery is made, you may have heard the term “sigma” being used. What does this mean? Why is it so important to talk about sigma when making a claim for a new particle di"
03_Evaluations/03e_Other-Evaluations,ICDL08-knox_33571213.pdf,.pdf,ICDL08-knox,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Improving_Model_Written_Evals_For_AI_Safety_Benchmarking_253a538b.md,.md,Improving Model Written Evals For AI Safety Benchmarking,AI Evaluations & Benchmarks,benchmarks,https://www.lesswrong.com/posts/yxdHp2cZeQbZGREEN/improving-model-written-evals-for-ai-saf,"This post was written as part of the summer 2024 cohort of the ML Alignment & Theory Scholars program, under the mentorship of Marius Hobbhahn. Abstract As model-written evals (MWEs) become more widel"
03_Evaluations/03e_Other-Evaluations,Inference-Time_Intervention_Eliciting_Truthful_Answers_from_a_Language_Model_8f37248e.pdf,.pdf,Inference-Time Intervention Eliciting Truthful Answers from a Language Model,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,InterCode_Standardizing_and_Benchmarking_Interactive_Coding_with_Execution_Feedback_22dcbdae.pdf,.pdf,InterCode Standardizing and Benchmarking Interactive Coding with Execution Feedback,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Is_Power-Seeking_AI_an_Existential_Risk_311b3e40.pdf,.pdf,Is Power-Seeking AI an Existential Risk,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Journal_of_Artificial_Intelligence_Research_47_(2013)_253279_fa33d71d.pdf,.pdf,Journal of Artificial Intelligence Research 47 (2013) 253279,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Judging_LLM-as-a-Judge_with_MT-Bench_and_Chatbot_Arena_Lianmin_Zheng1_d86911cb.pdf,.pdf,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena Lianmin Zheng1,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,KullbackLeibler_divergence_-_Wikipedia_f9bd8e99.md,.md,Kullback–Leibler divergence - Wikipedia,,,https://en.wikipedia.org/wiki/Kullback%E2%80%93Leibler_divergence,"In [mathematical statistics](https://en.wikipedia.org/wiki/Mathematical_statistics), the **Kullback–Leibler** (**KL**) **divergence** (also called **relative entropy** and **I-divergence** [1]), denot"
03_Evaluations/03e_Other-Evaluations,LLMEval_A_Preliminary_Study_on_How_to_Evaluate_Large_Language_Models_e78ecea8.pdf,.pdf,LLMEval A Preliminary Study on How to Evaluate Large Language Models,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,LLM_CTF_SaTML_2024_97b1f306.md,.md,LLM CTF @ SaTML 2024,AI Evaluations & Benchmarks,"evaluations, red-teaming, adversarial, prompt-injection, open-source",https://ctf.spylab.ai/,"This is the official website of the Large Language Models Capture-the-Flag (LLM CTF), an [IEEE SaTML 2024](https://satml.org/) competition. The aim of the competition is to find out whether simple pro"
03_Evaluations/03e_Other-Evaluations,LLM_Evaluators_Recognize_and_Favor_Their_Own_Generations_5fa813eb.pdf,.pdf,LLM Evaluators Recognize and Favor Their Own Generations,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Language_Model_Pilot_Report_409a066e.md,.md,Language Model Pilot Report,AI Evaluations & Benchmarks,METR,https://metr.org/language-model-pilot-report,The [PDF for the report can be found here](https://evals.alignment.org/Evaluating_LMAs_Realistic_Tasks.pdf). See also the [accompanying blog post](https://evals.alignment.org/blog/2023-08-01-new-repor
03_Evaluations/03e_Other-Evaluations,Language_Models_are_Few-Shot_Learners_Tom_B._Brown_Benjamin_Mann_eb9f79f3.pdf,.pdf,Language Models are Few-Shot Learners Tom B. Brown Benjamin Mann,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Large_Language_Model_Unlearning_Yuanshun_Yao_Xiaojun_Xu_41480945.pdf,.pdf,Large Language Model Unlearning Yuanshun Yao Xiaojun Xu,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Ling_Oly_A_Benchmark_of_Olympiad-Level_Linguistic_Reasoning_Puzzles_in_Low-Resource_and_5dc26ecc.pdf,.pdf,Ling Oly A Benchmark of Olympiad-Level Linguistic Reasoning Puzzles in Low-Resource and,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,METR_516949eb.md,.md,METR,AI Evaluations & Benchmarks,"evaluations, autonomous-systems, METR",https://metr.org/,## Featured research Our AI evaluations research focuses on assessing broad autonomous capabilities and the ability of AI systems to accelerate AI R&D. We also study potential AI behavior that threate
03_Evaluations/03e_Other-Evaluations,MLE-_BENCH_Evaluating_Machine_Learning_AGENTS_ON_Machine_Learning_Engineering_505cb777.pdf,.pdf,MLE- BENCH Evaluating Machine Learning AGENTS ON Machine Learning Engineering,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,MLGym_A_New_Framework_and_Benchmark_for_Advancing_AI_Research_Agents_680cf1de.pdf,.pdf,MLGym A New Framework and Benchmark for Advancing AI Research Agents,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Me_Myself_and_AI_The_Situational_Awareness_Dataset_(SAD)_for_LLMs_Rudolf_Laine_fb5972de.pdf,.pdf,Me Myself and AI The Situational Awareness Dataset (SAD) for LLMs Rudolf Laine,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Measuring_Mid_-2025_LLM-Assistance_ON_Novice_Performance_IN_Biology_387e0af9.pdf,.pdf,Measuring Mid -2025 LLM-Assistance ON Novice Performance IN Biology,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Monitor_An_AI-Driven_Observability_Interface--_--_283a18bf.md,.md,Monitor: An AI-Driven Observability Interface<!-- -->,AI Evaluations & Benchmarks,,https://transluce.org/observability-interface,"This write-up is a technical demonstration, which describes and evaluates the use of a new piece of technology. For technical demonstrations, we still run systematic experiments to test our findings, "
03_Evaluations/03e_Other-Evaluations,NYU_CTF_Bench_c2a8af0d.pdf,.pdf,NYU CTF Bench,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,No_More_Fine-Tuning_An_Experimental_Evaluation_of_Prompt_Tuning_in_Code_Intelligence_e99141d0.pdf,.pdf,No More Fine-Tuning An Experimental Evaluation of Prompt Tuning in Code Intelligence,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Noname_manuscript_No._(will_be_inserted_by_the_editor)_06aa950e.pdf,.pdf,Noname manuscript No. (will be inserted by the editor),,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Observational_Scaling_Laws_and_the_Predictability_of_Language_Model_Performance_a49bfe91.pdf,.pdf,Observational Scaling Laws and the Predictability of Language Model Performance,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,PaLM_2_Technical_Report_4ad550aa.pdf,.pdf,PaLM 2 Technical Report,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Persistent_Pre_-_TRAINING_Poisoning_OF_LLM_S_5c649617.pdf,.pdf,Persistent Pre - TRAINING Poisoning OF LLM S,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Preprint_BALANCING_Label_Quantity_AND_Quality_FOR_Scalable_Elicitation_fb4ba518.pdf,.pdf,Preprint BALANCING Label Quantity AND Quality FOR Scalable Elicitation,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Published_at_the_LLM_Agents_workshop_at_ICLR_2024_9f89adf4.pdf,.pdf,Published at the LLM Agents workshop at ICLR 2024,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,RAND_RRA2977-2_50bfade5.pdf,.pdf,RAND RRA2977-2,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Rapid_Response_Mitigating_LLM_JAILBREAKS_WITH_A_Few_Examples_f9b96b70.pdf,.pdf,Rapid Response Mitigating LLM JAILBREAKS WITH A Few Examples,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Reasoning_Models_Dont_Always_Say_What_They_Think_66f0f52a.pdf,.pdf,Reasoning Models Dont Always Say What They Think,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Recursively_Summarizing_Books_with_Human_Feedback_Jeff_Wu_Long_Ouyang_98de0ba9.pdf,.pdf,Recursively Summarizing Books with Human Feedback Jeff Wu Long Ouyang,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Red_Teaming_Language_Models_to_Reduce_Harms_986c4af2.pdf,.pdf,Red Teaming Language Models to Reduce Harms,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Related_posts_28280009.md,.md,Related posts,AI Evaluations & Benchmarks,,https://www.cognition-labs.com/introducing-devin,"Devin was evaluated on a random 25% subset of the dataset. Devin was unassisted, whereas all other models were assisted (meaning the model was told exactly which files need to be edited). We plan to p"
03_Evaluations/03e_Other-Evaluations,SWE-Lancer_Can_Frontier_LLMs_Earn_1_Million_from_Real-World_Freelance_Software_Engineering_10319adc.pdf,.pdf,SWE-Lancer Can Frontier LLMs Earn 1 Million from Real-World Freelance Software Engineering,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Sabotage_Evaluations_for_Frontier_Models_b1ff2e52.pdf,.pdf,Sabotage Evaluations for Frontier Models,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Sabotage_evaluations_for_frontier_models_a3405563.md,.md,Sabotage evaluations for frontier models,AI Evaluations & Benchmarks,"evaluations, Anthropic",https://www.anthropic.com/research/sabotage-evaluations,Any industry where there are potential harms needs evaluations. Nuclear power stations have continuous radiation monitoring and regular site inspections; new aircraft undergo extensive flight tests to
03_Evaluations/03e_Other-Evaluations,Self-critiquing_models_for_assisting_human_evaluators_William_Saunders_2bba6c32.pdf,.pdf,Self-critiquing models for assisting human evaluators William Saunders,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Sequence_Level_Training_WITH_Recurrent_Neural_Networks_91752f74.pdf,.pdf,Sequence Level Training WITH Recurrent Neural Networks,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Social_IQ_A_Commonsense_Reasoning_about_Social_Interactions_a7f312d0.pdf,.pdf,Social IQ A Commonsense Reasoning about Social Interactions,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,State_of_What_Art_A_Call_for_Multi-Prompt_LLM_Evaluation_72f16ca0.pdf,.pdf,State of What Art A Call for Multi-Prompt LLM Evaluation,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Statistical_hypothesis_test_-_Wikipedia_391af5d7.md,.md,Statistical hypothesis test - Wikipedia,,,https://en.wikipedia.org/wiki/Statistical_hypothesis_testing,| Test Statistic | Type of Test | |---|---| t-statistic | *t*-test[Regression test](https://en.wikipedia.org/wiki/Regression_test)*F*-statistic[ANOVA](https://en.wikipedia.org/wiki/ANOVA)[MANOVA](http
03_Evaluations/03e_Other-Evaluations,Stress-Testing_Capability_Elicitation_With_Password-Locked_Models_b39ec4a4.pdf,.pdf,Stress-Testing Capability Elicitation With Password-Locked Models,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Stress_Testing_Deliberative_Alignment_for_Anti-Scheming_Training_c4da741e.pdf,.pdf,Stress Testing Deliberative Alignment for Anti-Scheming Training,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Subversion_Strategy_Eval_Can_language_models_statelessly_strategize_to_subvert_control_pro_04b25f9b.pdf,.pdf,Subversion Strategy Eval Can language models statelessly strategize to subvert control pro,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Supervising_strong_learners_by_amplifying_weak_experts_Paul_Christiano_53517e7a.pdf,.pdf,Supervising strong learners by amplifying weak experts Paul Christiano,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,TheAgentCompany_Benchmarking_LLM_Agents_on_Consequential_Real_World_Tasks_892accfd.pdf,.pdf,TheAgentCompany Benchmarking LLM Agents on Consequential Real World Tasks,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,The_Elicitation_Game_Evaluating_Capability_Elicitation_Techniques_d4556fc9.pdf,.pdf,The Elicitation Game Evaluating Capability Elicitation Techniques,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,The_Geometry_of_Truth_Emergent_Linear_Structure_in_LLM_Representations_of_TrueFalse_Datase_3f2ce5da.pdf,.pdf,The Geometry of Truth Emergent Linear Structure in LLM Representations of TrueFalse Datase,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,The_Llama_3_Herd_of_Models_423fc170.pdf,.pdf,The Llama 3 Herd of Models,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,The_real_reason_AI_benchmarks_havenât_reflected_economic_impacts_5991a9fe.md,.md,The real reason AI benchmarks haven't reflected economic impacts,AI Evaluations & Benchmarks,benchmarks,https://epoch.ai/gradient-updates/the-real-reason-ai-benchmarks-havent-reflected-economic-,"Back in the prehistoric days of March 2023, OpenAI released GPT-4, and its [benchmark results](https://arxiv.org/abs/2303.08774) raised a lot of [questions and speculation](https://law.stanford.edu/20"
03_Evaluations/03e_Other-Evaluations,Tit_for_tat_-_Wikipedia_99757fe1.md,.md,Tit for tat - Wikipedia,,adversarial,https://en.wikipedia.org/wiki/Tit_for_tat,**Tit for tat** is an English saying meaning 'equivalent [retaliation](https://en.wikipedia.org/wiki/Retaliation)'. It is an [alternation](https://en.wikipedia.org/wiki/Alternation_(linguistics)) of *
03_Evaluations/03e_Other-Evaluations,Toward_BEST_RESEARCH_PRACTICES_IN_AI_Psychology_A_Preprint_Anna_Ivanova_959091f3.pdf,.pdf,Toward BEST RESEARCH PRACTICES IN AI Psychology A Preprint Anna Ivanova,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Towards_Understanding_Sycophancy_IN_Language_Models_6ccb2e48.pdf,.pdf,Towards Understanding Sycophancy IN Language Models,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Towards_the_Scalable_Evaluation_of_Cooperativeness_in_Language_Models_Alan_Chan_003271e4.pdf,.pdf,Towards the Scalable Evaluation of Cooperativeness in Language Models Alan Chan,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Uncovering_Deceptive_Tendencies_In_Language_Models_A_0dc16d11.md,.md,Uncovering Deceptive Tendencies In Language Models A,AI Evaluations & Benchmarks,deception,https://www.lesswrong.com/posts/t7gqDrb657xhbKkem/uncovering-deceptive-tendencies-in-langu,"We study the tendency of AI systems to deceive by constructing a realistic simulation setting of a company AI assistant. The simulated company employees provide tasks for the assistant to complete, th"
03_Evaluations/03e_Other-Evaluations,Vending-Bench_Testing_long-term_coherence_in_agents_Andon_Labs_fe7f5bac.md,.md,Vending-Bench: Testing long-term coherence in agents | Andon Labs,AI Evaluations & Benchmarks,,https://andonlabs.com/evals/vending-bench,Vending-Bench: Testing long-term coherence in agents How do agents act over very long horizons? We answer this by letting agents manage a simulated vending machine business. The agents need to handle 
03_Evaluations/03e_Other-Evaluations,Virology_Capabilities_Test_430289e6.md,.md,Virology Capabilities Test,AI Evaluations & Benchmarks,benchmarks,https://www.virologytest.ai/,"## Introduction We present the Virology Capabilities Test (VCT), a large language model (LLM) benchmark that measures the capability to troubleshoot complex virology laboratory protocols. VCT is diffi"
03_Evaluations/03e_Other-Evaluations,We Need A ‘Science of Evals’.md,.md,We Need A ‘Science of Evals’,,,https://www.apolloresearch.ai/science/we-need-a-science-of-evals/?utm_source=bluedot-impac,"In this post, we argue that if AI model evaluations (evals) want to have meaningful real-world impact, we need a “Science of Evals”, i.e. the field needs rigorous scientific processes that provide mor"
03_Evaluations/03e_Other-Evaluations,Weak_-_TO_-Strong_Generalization_Eliciting_Strong_Capabilities_With_Weak_Supervision_60381954.pdf,.pdf,Weak - TO -Strong Generalization Eliciting Strong Capabilities With Weak Supervision,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,WebGPT_Browser-assisted_question-answering_with_human_feedback_Reiichiro_Nakano_83a6a3da.pdf,.pdf,WebGPT Browser-assisted question-answering with human feedback Reiichiro Nakano,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,Whole-genome_risk_prediction_of_common_diseases_in_human_preimplantation_embryos_-_Nature_Medicine_085889be.md,.md,Whole-genome risk prediction of common diseases in human preimplantation embryos - Nature Medicine,AI Evaluations & Benchmarks,,https://www.nature.com/articles/s41591-022-01735-0,"## Abstract Preimplantation genetic testing (PGT) of in-vitro-fertilized embryos has been proposed as a method to reduce transmission of common disease; however, more comprehensive embryo genetic asse"
03_Evaluations/03e_Other-Evaluations,Yes_Requires_The_Possibility_Of_No_60c3e5f2.md,.md,Yes Requires The Possibility Of No,"Existential Risk & Superintelligence, AI Evaluations & Benchmarks",evaluations,https://www.lesswrong.com/posts/G5TwJ9BGxcgh5DsmQ/yes-requires-the-possibility-of-no,1. A group wants to try an activity that really requires a lot of group buy in. The activity will not work as well if there is doubt that everyone really wants to do it. They establish common knowledg
03_Evaluations/03e_Other-Evaluations,[external] a long list of open problems and concrete projects in evals.md,.md,A long list of open problems and concrete projects in evals,,,,"For some background, see [plans for evals field building](https://www.mariushobbhahn.com/evals/). | Context for readers: The goal of this document is to have A number of “ready to go” evals ideas that"
03_Evaluations/03e_Other-Evaluations,as_a_conference_paper_at_ICLR_2017_FAST_Text._ZIP_Compressing_TEXT_CLASSIFICATION_MODELS_af35910d.pdf,.pdf,as a conference paper at ICLR 2017 FAST Text. ZIP Compressing TEXT CLASSIFICATION MODELS,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,buolamwini18a_400f0c88.pdf,.pdf,buolamwini18a,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,eyeballvul_a_future-proof_benchmark_for_vulnerability_detection_in_the_wild_273d68b1.pdf,.pdf,eyeballvul a future-proof benchmark for vulnerability detection in the wild,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,on_Machine_Learning_Research_(082023)_Holistic_Evaluation_of_Language_Models_3d3d51b0.pdf,.pdf,on Machine Learning Research (082023) Holistic Evaluation of Language Models,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,pstone_0a2a5014.md,.md,~pstone,AI Evaluations & Benchmarks,benchmarks,https://www.cs.utexas.edu/~pstone,"**December 2025:** Along with colleagues at [Sony AI](https://www.ai.sony/), I published [a paper that appeared on the cover of Nature](https://www.nature.com/articles/s41586-025-09716-2) on [FHIBE: T"
03_Evaluations/03e_Other-Evaluations,reasoning_models_paper_3cf549cf.pdf,.pdf,reasoning models paper,,,,(PDF)
03_Evaluations/03e_Other-Evaluations,‘3cb’ The Catastrophic Cyber Capabilities Benchmark.md,.md,‘3cb’: The Catastrophic Cyber Capabilities Benchmark,,,https://apartresearch.com/news/3cb-the-catastrophic-cyber-capabilities-benchmark?utm_sourc,"Agents and Cyber Capabilities Why 3cb? Challenges Results Scaffold 3cb shortcomings Where do we go after 3cb? How you can help: *This blog was published by Jonathan Ng, Andrey Anurin, Connor Axiotes, "
04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,2021-12-08_1508faab.pdf,.pdf,2021-12-08,,,,(PDF)
