old_path,new_path,reason
Evaluation/Forecasting_Frontier_Language_Model_Agent_Capabilities_Apollo_Research_21834e33.md,11d_Agent-Benchmarks-and-Frameworks/Forecasting_Frontier_Language_Model_Agent_Capabilities_Apollo_Research_21834e33.md,benchmark filename=Forecasting_Frontier_Language_Model_Agent
Evaluation/Measuring_Mid_-2025_LLM-Assistance_ON_Novice_Performance_IN_Biology_387e0af9.pdf,11e_Other-Evaluations/Measuring_Mid_-2025_LLM-Assistance_ON_Novice_Performance_IN_Biology_387e0af9.pdf,fallback by old folder (Evaluation)
Evaluation/arxiv.orgabs123_Sociotechnical_Safety_Evaluation_of_Generative_AI_Systems_4bcc2385.pdf,11a_Eval-Methodology/arxiv.orgabs123_Sociotechnical_Safety_Evaluation_of_Generative_AI_Systems_4bcc2385.pdf,eval methodology filename=Sociotechnical_Safety_Evaluation
Evaluation/Yes_Requires_The_Possibility_Of_No_60c3e5f2.md,11e_Other-Evaluations/Yes_Requires_The_Possibility_Of_No_60c3e5f2.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Preprint_BALANCING_Label_Quantity_AND_Quality_FOR_Scalable_Elicitation_fb4ba518.pdf,11e_Other-Evaluations/Preprint_BALANCING_Label_Quantity_AND_Quality_FOR_Scalable_Elicitation_fb4ba518.pdf,fallback by old folder (Evaluation)
Evaluation/Sunishchal_Dev_-_Profile_24892b97.md,11e_Other-Evaluations/Sunishchal_Dev_-_Profile_24892b97.md,fallback by old folder (Evaluation)
Evaluation/Cognitive_Dissonance_2b7805cf.pdf,11e_Other-Evaluations/Cognitive_Dissonance_2b7805cf.pdf,fallback by old folder (Evaluation)
Evaluation/Analyzing_Deepmind_S_Probabilistic_Methods_For_Evaluating_51bcd6bb.md,11e_Other-Evaluations/Analyzing_Deepmind_S_Probabilistic_Methods_For_Evaluating_51bcd6bb.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Can_Generalist_Foundation_Models_Outcompete_598f3920.pdf,11b_Capability-Benchmarks/Can_Generalist_Foundation_Models_Outcompete_598f3920.pdf,benchmark filename=Can_Generalist_Foundation_Models
Evaluation/Improving_Model_Written_Evals_For_AI_Safety_Benchmarking_253a538b.md,11e_Other-Evaluations/Improving_Model_Written_Evals_For_AI_Safety_Benchmarking_253a538b.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/TheAgentCompany_Benchmarking_LLM_Agents_on_Consequential_Real_World_Tasks_892accfd.pdf,11e_Other-Evaluations/TheAgentCompany_Benchmarking_LLM_Agents_on_Consequential_Real_World_Tasks_892accfd.pdf,fallback by old folder (Evaluation)
Evaluation/Dangerous_capability_tests_should_be_harder_603893a0.md,11a_Eval-Methodology/Dangerous_capability_tests_should_be_harder_603893a0.md,eval methodology filename=Dangerous_capability_tests_should_be_harder
Evaluation/Advanced_AI_evaluations_at_AISI_May_update_AISI_Work_91e3c569.md,11a_Eval-Methodology/Advanced_AI_evaluations_at_AISI_May_update_AISI_Work_91e3c569.md,eval methodology filename=AISI
Evaluation/Published_at_the_LLM_Agents_workshop_at_ICLR_2024_9f89adf4.pdf,11e_Other-Evaluations/Published_at_the_LLM_Agents_workshop_at_ICLR_2024_9f89adf4.pdf,fallback by old folder (Evaluation)
Evaluation/Redirecting_143339e8.md,11e_Other-Evaluations/Redirecting_143339e8.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Recursive_Middle_Manager_Hell_9b066c2d.md,07_Alignment-Faking-Scheming/Recursive_Middle_Manager_Hell_9b066c2d.md,concept=Alignment Faking & Scheming
Evaluation/1_AI_Luminate_Introducing_v1.0_of_the_AI_Risk_and_Reliability_Benchmark_from_MLCommons_31036499.pdf,11a_Eval-Methodology/1_AI_Luminate_Introducing_v1.0_of_the_AI_Risk_and_Reliability_Benchmark_from_MLCommons_31036499.pdf,eval methodology filename=AI_Luminate
Evaluation/Reasoning_Models_Dont_Always_Say_What_They_Think_66f0f52a.pdf,11e_Other-Evaluations/Reasoning_Models_Dont_Always_Say_What_They_Think_66f0f52a.pdf,fallback by old folder (Evaluation)
Evaluation/CVE-Bench_A_Benchmark_for_AI_Agents_Ability_to_Exploit_Real-World_Web_5e13cdc7.pdf,11c_Cyber-Bio-Benchmarks/CVE-Bench_A_Benchmark_for_AI_Agents_Ability_to_Exploit_Real-World_Web_5e13cdc7.pdf,benchmark filename=CVE-Bench
Evaluation/Rapid_Response_Mitigating_LLM_JAILBREAKS_WITH_A_Few_Examples_f9b96b70.pdf,11e_Other-Evaluations/Rapid_Response_Mitigating_LLM_JAILBREAKS_WITH_A_Few_Examples_f9b96b70.pdf,fallback by old folder (Evaluation)
Evaluation/A_Careful_Examination_of_Large_Language_Model_d78e5059.pdf,11e_Other-Evaluations/A_Careful_Examination_of_Large_Language_Model_d78e5059.pdf,fallback by old folder (Evaluation)
Evaluation/Sarah_L._Gebauer_-_Publications_8a417304.md,11e_Other-Evaluations/Sarah_L._Gebauer_-_Publications_8a417304.md,fallback by old folder (Evaluation)
Evaluation/Escalation_Risks_from_Language_Models_in_Military_and_Diplomatic_Decision-Making_5511ab6b.pdf,11e_Other-Evaluations/Escalation_Risks_from_Language_Models_in_Military_and_Diplomatic_Decision-Making_5511ab6b.pdf,fallback by old folder (Evaluation)
Evaluation/Code_World_Model_Preparedness_Report_d4af6e7f.md,11b_Capability-Benchmarks/Code_World_Model_Preparedness_Report_d4af6e7f.md,benchmark filename=Code_World_Model
Evaluation/Discovering_Latent_Knowledge_IN_Language_Models_Without_Supervision_021cf036.pdf,11e_Other-Evaluations/Discovering_Latent_Knowledge_IN_Language_Models_Without_Supervision_021cf036.pdf,fallback by old folder (Evaluation)
Evaluation/Evals_ce1ac4cb.md,11e_Other-Evaluations/Evals_ce1ac4cb.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Language_Models_are_Few-Shot_Learners_Tom_B._Brown_Benjamin_Mann_eb9f79f3.pdf,11e_Other-Evaluations/Language_Models_are_Few-Shot_Learners_Tom_B._Brown_Benjamin_Mann_eb9f79f3.pdf,fallback by old folder (Evaluation)
Evaluation/Journal_of_Artificial_Intelligence_Research_47_(2013)_253279_fa33d71d.pdf,11e_Other-Evaluations/Journal_of_Artificial_Intelligence_Research_47_(2013)_253279_fa33d71d.pdf,fallback by old folder (Evaluation)
Evaluation/Me_Myself_and_AI_The_Situational_Awareness_Dataset_(SAD)_for_LLMs_Rudolf_Laine_fb5972de.pdf,11e_Other-Evaluations/Me_Myself_and_AI_The_Situational_Awareness_Dataset_(SAD)_for_LLMs_Rudolf_Laine_fb5972de.pdf,fallback by old folder (Evaluation)
Evaluation/Another_Outer_Alignment_Failure_Story_5f282ae9.md,03_RLHF-and-Limitations/Another_Outer_Alignment_Failure_Story_5f282ae9.md,concept=RLHF
Evaluation/The_near-term_impact_of_AI_on_the_cyber_threat_ed1654d4.md,11c_Cyber-Bio-Benchmarks/The_near-term_impact_of_AI_on_the_cyber_threat_ed1654d4.md,benchmark filename=near-term_impact_of_AI_on_the_cyber
Evaluation/The_Association_between_Subjective_Well-being_and_Regime_Type_across_78_countries_the_moderating_rol_d6fc7d31.md,03_RLHF-and-Limitations/The_Association_between_Subjective_Well-being_and_Regime_Type_across_78_countries_the_moderating_rol_d6fc7d31.md,concept=RLHF
Evaluation/State_of_What_Art_A_Call_for_Multi-Prompt_LLM_Evaluation_72f16ca0.pdf,11e_Other-Evaluations/State_of_What_Art_A_Call_for_Multi-Prompt_LLM_Evaluation_72f16ca0.pdf,fallback by old folder (Evaluation)
Evaluation/Defending_Against_Unforeseen_Failure_Modes_with_Latent_Adversarial_Training_fe947922.pdf,11e_Other-Evaluations/Defending_Against_Unforeseen_Failure_Modes_with_Latent_Adversarial_Training_fe947922.pdf,fallback by old folder (Evaluation)
Evaluation/We Need A ‘Science of Evals’.md,11e_Other-Evaluations/We Need A ‘Science of Evals’.md,fallback by old folder (Evaluation)
Evaluation/25_May_2023_Model_evaluation_for_extreme_risks_31d9a8c2.pdf,11a_Eval-Methodology/25_May_2023_Model_evaluation_for_extreme_risks_31d9a8c2.pdf,eval methodology filename=Model_evaluation_for_extreme_risks
Evaluation/Modifying_LLM_Beliefs_with_Synthetic_Document_Finetuning_6e2b5ec5.md,10_Pretraining-Filtering-and-Unlearning/Modifying_LLM_Beliefs_with_Synthetic_Document_Finetuning_6e2b5ec5.md,concept=Pretraining Filtering
Evaluation/No_More_Fine-Tuning_An_Experimental_Evaluation_of_Prompt_Tuning_in_Code_Intelligence_e99141d0.pdf,11e_Other-Evaluations/No_More_Fine-Tuning_An_Experimental_Evaluation_of_Prompt_Tuning_in_Code_Intelligence_e99141d0.pdf,fallback by old folder (Evaluation)
Evaluation/eyeballvul_a_future-proof_benchmark_for_vulnerability_detection_in_the_wild_273d68b1.pdf,11e_Other-Evaluations/eyeballvul_a_future-proof_benchmark_for_vulnerability_detection_in_the_wild_273d68b1.pdf,fallback by old folder (Evaluation)
Evaluation/Challenges_and_Prizes_ffebac34.md,14_Interpretability/Challenges_and_Prizes_ffebac34.md,interpretability tag
Evaluation/AI_jailbreaks_What_they_are_and_how_they_can_be_mitigated_Microsoft_Security_Blog_4cf43e3b.md,11c_Cyber-Bio-Benchmarks/AI_jailbreaks_What_they_are_and_how_they_can_be_mitigated_Microsoft_Security_Blog_4cf43e3b.md,benchmark filename=AI_jailbreaks
Evaluation/What_Is_DeepSeek_the_New_Chinese_OpenAI_Rival_8399055d.md,03_RLHF-and-Limitations/What_Is_DeepSeek_the_New_Chinese_OpenAI_Rival_8399055d.md,concept=RLHF
Evaluation/Gene_drives_gaining_speed_-_Nature_Reviews_Genetics_37b3bbea.md,11e_Other-Evaluations/Gene_drives_gaining_speed_-_Nature_Reviews_Genetics_37b3bbea.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Challenges_in_evaluating_AI_systems_a00c9d7e.md,11a_Eval-Methodology/Challenges_in_evaluating_AI_systems_a00c9d7e.md,eval methodology filename=Challenges_in_evaluating_AI_systems
Evaluation/Bayes_factor_-_Wikipedia_2aa0afd6.md,11e_Other-Evaluations/Bayes_factor_-_Wikipedia_2aa0afd6.md,fallback by old folder (Evaluation)
Evaluation/Why_Im_optimistic_about_our_alignment_approach_3063882f.md,08_Agentic-Misalignment-and-Control/Why_Im_optimistic_about_our_alignment_approach_3063882f.md,concept=Agentic Misalignment
Evaluation/Bria_Persaud_-_Publications_0d1f44dd.md,11e_Other-Evaluations/Bria_Persaud_-_Publications_0d1f44dd.md,fallback by old folder (Evaluation)
Evaluation/Frontier_Models_are_Capable_of_In-Context_Scheming_Apollo_Research_f8ac8583.md,07_Alignment-Faking-Scheming/Frontier_Models_are_Capable_of_In-Context_Scheming_Apollo_Research_f8ac8583.md,concept=Alignment Faking & Scheming
Evaluation/AI_Models_Are_Getting_Smarter._New_Tests_Are_Racing_to_Catch_Up_d39691cc.md,11e_Other-Evaluations/AI_Models_Are_Getting_Smarter._New_Tests_Are_Racing_to_Catch_Up_d39691cc.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Red_Teaming_Language_Models_to_Reduce_Harms_986c4af2.pdf,11e_Other-Evaluations/Red_Teaming_Language_Models_to_Reduce_Harms_986c4af2.pdf,fallback by old folder (Evaluation)
Evaluation/What_is_the_alignment_problem_c4c79e06.md,03_RLHF-and-Limitations/What_is_the_alignment_problem_c4c79e06.md,concept=RLHF
Evaluation/Adding_Error_Bars_to_Evals_A_Statistical_Approach_to_Language_Model_Evaluations_7fa1cbc8.pdf,11a_Eval-Methodology/Adding_Error_Bars_to_Evals_A_Statistical_Approach_to_Language_Model_Evaluations_7fa1cbc8.pdf,eval methodology filename=Adding_Error_Bars
Evaluation/LLM_CTF_SaTML_2024_97b1f306.md,11e_Other-Evaluations/LLM_CTF_SaTML_2024_97b1f306.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Large_Language_Model_Unlearning_Yuanshun_Yao_Xiaojun_Xu_41480945.pdf,11e_Other-Evaluations/Large_Language_Model_Unlearning_Yuanshun_Yao_Xiaojun_Xu_41480945.pdf,fallback by old folder (Evaluation)
Evaluation/Stress-Testing_Capability_Elicitation_With_Password-Locked_Models_b39ec4a4.pdf,11e_Other-Evaluations/Stress-Testing_Capability_Elicitation_With_Password-Locked_Models_b39ec4a4.pdf,fallback by old folder (Evaluation)
Evaluation/Evaluating_Superhuman_Models_with_Consistency_Checks_Lukas_Fluri_636af9ab.pdf,11e_Other-Evaluations/Evaluating_Superhuman_Models_with_Consistency_Checks_Lukas_Fluri_636af9ab.pdf,fallback by old folder (Evaluation)
Evaluation/Toward_BEST_RESEARCH_PRACTICES_IN_AI_Psychology_A_Preprint_Anna_Ivanova_959091f3.pdf,11e_Other-Evaluations/Toward_BEST_RESEARCH_PRACTICES_IN_AI_Psychology_A_Preprint_Anna_Ivanova_959091f3.pdf,fallback by old folder (Evaluation)
Evaluation/The_WMDP_Benchmark_Measuring_and_Reducing_Malicious_Use_with_Unlearning_3de0ec62.pdf,11c_Cyber-Bio-Benchmarks/The_WMDP_Benchmark_Measuring_and_Reducing_Malicious_Use_with_Unlearning_3de0ec62.pdf,benchmark filename=WMDP
Evaluation/AgentBench_Evaluating_LLMs_as_Agents_687fa97f.pdf,11d_Agent-Benchmarks-and-Frameworks/AgentBench_Evaluating_LLMs_as_Agents_687fa97f.pdf,benchmark filename=AgentBench
Evaluation/Evaluating_Large_Language_Models_Capability_to_Launch_Fully_Automated_Spear_a96c5ca8.pdf,11e_Other-Evaluations/Evaluating_Large_Language_Models_Capability_to_Launch_Fully_Automated_Spear_a96c5ca8.pdf,fallback by old folder (Evaluation)
Evaluation/Persistent_Pre_-_TRAINING_Poisoning_OF_LLM_S_5c649617.pdf,11e_Other-Evaluations/Persistent_Pre_-_TRAINING_Poisoning_OF_LLM_S_5c649617.pdf,fallback by old folder (Evaluation)
Evaluation/2024-11-08_Towards_evaluations-based_safety_cases_for_AI_scheming_Mikita_Balesni_8f4c9ea6.pdf,11e_Other-Evaluations/2024-11-08_Towards_evaluations-based_safety_cases_for_AI_scheming_Mikita_Balesni_8f4c9ea6.pdf,fallback by old folder (Evaluation)
Evaluation/A_Basic_Systems_Architecture_For_AI_Agents_That_Do_f3b729eb.md,08_Agentic-Misalignment-and-Control/A_Basic_Systems_Architecture_For_AI_Agents_That_Do_f3b729eb.md,concept=Agentic Misalignment
Evaluation/Aviary_training_language_agents_on_challenging_scientific_tasks_FutureHouse_a9156d94.md,11d_Agent-Benchmarks-and-Frameworks/Aviary_training_language_agents_on_challenging_scientific_tasks_FutureHouse_a9156d94.md,benchmark filename=Aviary
Evaluation/Can_LLMs_Generate_Novel_Research_Ideas_A_Large-Scale_Human_Study_with_100_NLP_Researchers_96a74c22.pdf,11b_Capability-Benchmarks/Can_LLMs_Generate_Novel_Research_Ideas_A_Large-Scale_Human_Study_with_100_NLP_Researchers_96a74c22.pdf,benchmark filename=Can_LLMs_Generate_Novel
Evaluation/Evaluating_frontier_AI_RD_capabilities_of_language_model_agents_against_human_experts_b1af10e6.md,11e_Other-Evaluations/Evaluating_frontier_AI_RD_capabilities_of_language_model_agents_against_human_experts_b1af10e6.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Is_Power-Seeking_AI_an_Existential_Risk_311b3e40.pdf,11e_Other-Evaluations/Is_Power-Seeking_AI_an_Existential_Risk_311b3e40.pdf,fallback by old folder (Evaluation)
Evaluation/Whole-genome_risk_prediction_of_common_diseases_in_human_preimplantation_embryos_-_Nature_Medicine_085889be.md,11e_Other-Evaluations/Whole-genome_risk_prediction_of_common_diseases_in_human_preimplantation_embryos_-_Nature_Medicine_085889be.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Putting_up_Bumpers_0d0b4e54.md,11a_Eval-Methodology/Putting_up_Bumpers_0d0b4e54.md,eval methodology filename=Putting_up_Bumpers
Evaluation/Related_posts_28280009.md,11e_Other-Evaluations/Related_posts_28280009.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/AI_Sandbagging_Language_Models_CAN_Strategically_Underperform_ON_Evaluations_e36d8f95.pdf,11e_Other-Evaluations/AI_Sandbagging_Language_Models_CAN_Strategically_Underperform_ON_Evaluations_e36d8f95.pdf,fallback by old folder (Evaluation)
Evaluation/Bill_Text_b3f665b3.md,05_Scalable-Oversight/Bill_Text_b3f665b3.md,concept=Scalable Oversight
Evaluation/2025-08-20-xai-risk-management-framework_c9093de6.pdf,11e_Other-Evaluations/2025-08-20-xai-risk-management-framework_c9093de6.pdf,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Henry_Alexander_Bradley_-_Publications_81f9abaa.md,11e_Other-Evaluations/Henry_Alexander_Bradley_-_Publications_81f9abaa.md,fallback by old folder (Evaluation)
Evaluation/Continual_Learning_for_Instruction_Following_from_Realtime_Feedback_Alane_Suhr_301cd5ae.pdf,11e_Other-Evaluations/Continual_Learning_for_Instruction_Following_from_Realtime_Feedback_Alane_Suhr_301cd5ae.pdf,fallback by old folder (Evaluation)
Evaluation/Subversion_Strategy_Eval_Can_language_models_statelessly_strategize_to_subvert_control_pro_04b25f9b.pdf,11e_Other-Evaluations/Subversion_Strategy_Eval_Can_language_models_statelessly_strategize_to_subvert_control_pro_04b25f9b.pdf,fallback by old folder (Evaluation)
Evaluation/LLMEval_A_Preliminary_Study_on_How_to_Evaluate_Large_Language_Models_e78ecea8.pdf,11e_Other-Evaluations/LLMEval_A_Preliminary_Study_on_How_to_Evaluate_Large_Language_Models_e78ecea8.pdf,fallback by old folder (Evaluation)
Evaluation/CYBERSECEVAL_3_Advancing_the_Evaluation_of_Cybersecurity_Risks_and_Capabilities_in_Large_Language_Mo_daa15df8.md,11c_Cyber-Bio-Benchmarks/CYBERSECEVAL_3_Advancing_the_Evaluation_of_Cybersecurity_Risks_and_Capabilities_in_Large_Language_Mo_daa15df8.md,benchmark filename=CYBERSECEVAL
Evaluation/Contact_Us_Apollo_Research_f43d6548.md,16_Governance-and-Policy/Contact_Us_Apollo_Research_f43d6548.md,governance tag
Evaluation/New_Tests_Reveal_AIs_Capacity_for_Deception_c3258560.md,07_Alignment-Faking-Scheming/New_Tests_Reveal_AIs_Capacity_for_Deception_c3258560.md,concept=Alignment Faking & Scheming
Evaluation/Eight_Methods_TO_Evaluate_ROBUST_Unlearning_IN_LLM_S_Phillip_Guo_fbdbe12a.pdf,11e_Other-Evaluations/Eight_Methods_TO_Evaluate_ROBUST_Unlearning_IN_LLM_S_Phillip_Guo_fbdbe12a.pdf,fallback by old folder (Evaluation)
Evaluation/Bias-Augmented_Consistency_Training_Reduces_Biased_Reasoning_in_Chain-of-Thought_260d2cdd.pdf,11e_Other-Evaluations/Bias-Augmented_Consistency_Training_Reduces_Biased_Reasoning_in_Chain-of-Thought_260d2cdd.pdf,fallback by old folder (Evaluation)
Evaluation/The_real_reason_AI_benchmarks_havenât_reflected_economic_impacts_5991a9fe.md,11e_Other-Evaluations/The_real_reason_AI_benchmarks_havenât_reflected_economic_impacts_5991a9fe.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Uncovering_Deceptive_Tendencies_In_Language_Models_A_0dc16d11.md,11e_Other-Evaluations/Uncovering_Deceptive_Tendencies_In_Language_Models_A_0dc16d11.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Grant_Ellison_-_Publications_863807a9.md,11e_Other-Evaluations/Grant_Ellison_-_Publications_863807a9.md,fallback by old folder (Evaluation)
Evaluation/What_is_supervised_fine-tuning_ea12b59d.md,15_Educational/What_is_supervised_fine-tuning_ea12b59d.md,source_type=educational
Evaluation/Recursively_Summarizing_Books_with_Human_Feedback_Jeff_Wu_Long_Ouyang_98de0ba9.pdf,11e_Other-Evaluations/Recursively_Summarizing_Books_with_Human_Feedback_Jeff_Wu_Long_Ouyang_98de0ba9.pdf,fallback by old folder (Evaluation)
Evaluation/How_AI_Labs_Can_Safeguard_Model_Weights_f80e302b.md,03_RLHF-and-Limitations/How_AI_Labs_Can_Safeguard_Model_Weights_f80e302b.md,concept=RLHF
Evaluation/‘3cb’ The Catastrophic Cyber Capabilities Benchmark.md,11e_Other-Evaluations/‘3cb’ The Catastrophic Cyber Capabilities Benchmark.md,source_type=benchmark → 11e_Other-Evaluations
Evaluation/Redirecting_24880147.md,11e_Other-Evaluations/Redirecting_24880147.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/The_Elicitation_Game_Evaluating_Capability_Elicitation_Techniques_d4556fc9.pdf,11e_Other-Evaluations/The_Elicitation_Game_Evaluating_Capability_Elicitation_Techniques_d4556fc9.pdf,fallback by old folder (Evaluation)
Evaluation/ALMANACS_A_Simulatability_Benchmark_FOR_Language_Model_Explainability_8805d76c.pdf,14_Interpretability/ALMANACS_A_Simulatability_Benchmark_FOR_Language_Model_Explainability_8805d76c.pdf,interp filename=ALMANACS
Evaluation/Apart_Research_ce9a2497.pdf,11e_Other-Evaluations/Apart_Research_ce9a2497.pdf,fallback by old folder (Evaluation)
Evaluation/Language_Model_Pilot_Report_409a066e.md,11e_Other-Evaluations/Language_Model_Pilot_Report_409a066e.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/MLE-_BENCH_Evaluating_Machine_Learning_AGENTS_ON_Machine_Learning_Engineering_505cb777.pdf,11e_Other-Evaluations/MLE-_BENCH_Evaluating_Machine_Learning_AGENTS_ON_Machine_Learning_Engineering_505cb777.pdf,fallback by old folder (Evaluation)
Evaluation/Finetuned_Language_Models_Are_Zero_-Shot_Learners_0c57a508.pdf,11e_Other-Evaluations/Finetuned_Language_Models_Are_Zero_-Shot_Learners_0c57a508.pdf,fallback by old folder (Evaluation)
Evaluation/Core_Views_on_AI_Safety_When_Why_What_and_How_8c7fd668.md,14_Interpretability/Core_Views_on_AI_Safety_When_Why_What_and_How_8c7fd668.md,interpretability tag
Evaluation/Games_for_AI_Control_Models_of_Safety_Evaluations_of_AI_Deployment_Protocols_f977b960.pdf,11e_Other-Evaluations/Games_for_AI_Control_Models_of_Safety_Evaluations_of_AI_Deployment_Protocols_f977b960.pdf,fallback by old folder (Evaluation)
Evaluation/Redirecting_a7f555e0.md,11e_Other-Evaluations/Redirecting_a7f555e0.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/AI_Control_Improving_Intentional_Subversion_Ryan_Greenblatt_Buck_Shlegeris_aa0a3798.pdf,11e_Other-Evaluations/AI_Control_Improving_Intentional_Subversion_Ryan_Greenblatt_Buck_Shlegeris_aa0a3798.pdf,fallback by old folder (Evaluation)
Evaluation/Self-critiquing_models_for_assisting_human_evaluators_William_Saunders_2bba6c32.pdf,11e_Other-Evaluations/Self-critiquing_models_for_assisting_human_evaluators_William_Saunders_2bba6c32.pdf,fallback by old folder (Evaluation)
Evaluation/Pioneering_threat_assessment_and_mitigation_for_AI_systems_75cd7726.md,11e_Other-Evaluations/Pioneering_threat_assessment_and_mitigation_for_AI_systems_75cd7726.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/Statistical_hypothesis_test_-_Wikipedia_391af5d7.md,11e_Other-Evaluations/Statistical_hypothesis_test_-_Wikipedia_391af5d7.md,fallback by old folder (Evaluation)
Evaluation/Noname_manuscript_No._(will_be_inserted_by_the_editor)_06aa950e.pdf,11e_Other-Evaluations/Noname_manuscript_No._(will_be_inserted_by_the_editor)_06aa950e.pdf,fallback by old folder (Evaluation)
Evaluation/Towards_the_Scalable_Evaluation_of_Cooperativeness_in_Language_Models_Alan_Chan_003271e4.pdf,11e_Other-Evaluations/Towards_the_Scalable_Evaluation_of_Cooperativeness_in_Language_Models_Alan_Chan_003271e4.pdf,fallback by old folder (Evaluation)
Evaluation/D_O_Unlearning_Methods_Remove_Information_FROM_Language_Model_Weights_c1f30091.pdf,11e_Other-Evaluations/D_O_Unlearning_Methods_Remove_Information_FROM_Language_Model_Weights_c1f30091.pdf,fallback by old folder (Evaluation)
Evaluation/Supervising_strong_learners_by_amplifying_weak_experts_Paul_Christiano_53517e7a.pdf,11e_Other-Evaluations/Supervising_strong_learners_by_amplifying_weak_experts_Paul_Christiano_53517e7a.pdf,fallback by old folder (Evaluation)
Evaluation/Social_IQ_A_Commonsense_Reasoning_about_Social_Interactions_a7f312d0.pdf,11e_Other-Evaluations/Social_IQ_A_Commonsense_Reasoning_about_Social_Interactions_a7f312d0.pdf,fallback by old folder (Evaluation)
Evaluation/Vending-Bench_Testing_long-term_coherence_in_agents_Andon_Labs_fe7f5bac.md,11e_Other-Evaluations/Vending-Bench_Testing_long-term_coherence_in_agents_Andon_Labs_fe7f5bac.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/pstone_0a2a5014.md,11e_Other-Evaluations/pstone_0a2a5014.md,concept=AI Evals → 11e_Other-Evaluations
Evaluation/PaLM_2_Technical_Report_4ad550aa.pdf,11e_Other-Evaluations/PaLM_2_Technical_Report_4ad550aa.pdf,fallback by old folder (Evaluation)
Evaluation/Debating_with_More_Persuasive_LLMs_Leads_to_More_Truthful_Answers_1838b47c.pdf,11e_Other-Evaluations/Debating_with_More_Persuasive_LLMs_Leads_to_More_Truthful_Answers_1838b47c.pdf,fallback by old folder (Evaluation)
Evaluation/Judging_LLM-as-a-Judge_with_MT-Bench_and_Chatbot_Arena_Lianmin_Zheng1_d86911cb.pdf,11e_Other-Evaluations/Judging_LLM-as-a-Judge_with_MT-Bench_and_Chatbot_Arena_Lianmin_Zheng1_d86911cb.pdf,fallback by old folder (Evaluation)
Evaluation/AI_R_D_Evaluation_Report_bf70e565.pdf,11c_Cyber-Bio-Benchmarks/AI_R_D_Evaluation_Report_bf70e565.pdf,benchmark filename=AI_R_D_Evaluation
Evaluation/Coup_Probes_Catching_Catastrophes_With_Probes_Trained_Off_79d493f9.md,05_Scalable-Oversight/Coup_Probes_Catching_Catastrophes_With_Probes_Trained_Off_79d493f9.md,concept=Scalable Oversight
Evaluation/Jordan_Despanie_-_Publications_994e2c89.md,11e_Other-Evaluations/Jordan_Despanie_-_Publications_994e2c89.md,fallback by old folder (Evaluation)
Evaluation/2025-01-16_Frontier_Models_are_Capable_of_In-context_Scheming_fc6880af.pdf,11e_Other-Evaluations/2025-01-16_Frontier_Models_are_Capable_of_In-context_Scheming_fc6880af.pdf,fallback by old folder (Evaluation)
Evaluation/GPQA_A_Graduate-Level_Google-Proof_QA_Benchmark_David_Rein12_9fcb4b1f.pdf,11e_Other-Evaluations/GPQA_A_Graduate-Level_Google-Proof_QA_Benchmark_David_Rein12_9fcb4b1f.pdf,fallback by old folder (Evaluation)
Evaluation/Core_Views_on_AI_Safety_When_Why_What_and_How_cbeac227.md,14_Interpretability/Core_Views_on_AI_Safety_When_Why_What_and_How_cbeac227.md,interpretability tag
Evaluation/Pre-deployment_evaluation_of_Anthropics_upgraded_Claude_3.5_Sonnet_AISI_Work_6dc8cac0.md,11a_Eval-Methodology/Pre-deployment_evaluation_of_Anthropics_upgraded_Claude_3.5_Sonnet_AISI_Work_6dc8cac0.md,eval methodology filename=AISI
Evaluation/Elo_rating_system_-_Wikipedia_0240201a.md,03_RLHF-and-Limitations/Elo_rating_system_-_Wikipedia_0240201a.md,concept=RLHF
Evaluation/The_Prototypical_Catastrophic_AI_Action_Is_Getting_Root_b6e771eb.md,14_Interpretability/The_Prototypical_Catastrophic_AI_Action_Is_Getting_Root_b6e771eb.md,interpretability tag
Evaluation/LAB-Bench_Measuring_Capabilities_of_Language_Models_for_Biology_Research_FutureHouse_71d8629b.md,11c_Cyber-Bio-Benchmarks/LAB-Bench_Measuring_Capabilities_of_Language_Models_for_Biology_Research_FutureHouse_71d8629b.md,benchmark filename=LAB-Bench
Evaluation/Apollo_Research_057bf1be.md,11e_Other-Evaluations/Apollo_Research_057bf1be.md,concept=AI Evals → 11e_Other-Evaluations
