document,url,line
Evaluation/Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models.md,https://www.rand.org/pubs/authors/b/bradley_henry_alexander.html,49
Evaluation/Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models.md,https://www.rand.org/pubs/authors/m/maciorowski_dawid.html,49
Evaluation/Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models.md,https://www.rand.org/pubs/authors/p/persaud_bria.html,49
Evaluation/Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models.md,https://www.rand.org/pubs/authors/d/despanie_jordan.html,49
Evaluation/Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models.md,https://www.rand.org/global-and-emerging-risks.html,67
Evaluation/Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models.md,https://www.rand.org/support-us/philanthropically-supported-research.html,69
Evaluation/Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models.md,https://www.rand.org/pubs/permissions.html,73
Lab Scorecards/Scheming risk prevention.md,https://joecarlsmith.com/2023/11/15/new-report-scheming-ais-will-ais-fake-alignment-during-training-in-order-to-get-power,23
Lab Scorecards/Scheming risk prevention.md,https://www.alignmentforum.org/posts/d9FJHawgkiMSPjagR/ai-control-improving-safety-despite-intentional-subversion,33
Lab Scorecards/Scheming risk prevention.md,https://www.alignmentforum.org/posts/GCqoks9eZDfpL8L3Q/how-to-prevent-collusion-when-using-untrusted-models-to,69
Lab Scorecards/Scheming risk prevention.md,https://www.anthropic.com/research/probes-catch-sleeper-agents,75
Lab Scorecards/Scheming risk prevention.md,https://openai.com/index/chain-of-thought-monitoring/,78
Lab Scorecards/Scheming risk prevention.md,https://www.alignmentforum.org/posts/i2nmBfCXnadeGmhzW/catching-ais-red-handed#Few_shot_catastrophe_prevention,115
Lab Scorecards/Scheming risk prevention.md,https://arxiv.org/abs/2403.05030,151
Lab Scorecards/Scheming risk prevention.md,https://www.alignmentforum.org/posts/EFrsvnF6uZieZr3uG/adversarial-training-importance-sampling-and-anti#Anti_adversarial_training_for_whistleblowing,153
Lab Scorecards/Planning.md,https://www.lesswrong.com/posts/tmWMuY5HCSNXXZ9oq/buck-s-shortform?commentId=TNFatFiqHd8BpAXEp,28
Lab Scorecards/Planning.md,https://www.anthropic.com/rsp-updates,30
Lab Scorecards/Planning.md,https://arxiv.org/abs/2504.01849,32
Lab Scorecards/Planning.md,https://www.cnbc.com/2024/05/17/openai-superalignment-sutskever-leike.html,33
Lab Scorecards/Planning.md,https://ai.meta.com/static-resource/meta-frontier-ai-framework#page=13,68
Lab Scorecards/Prep for extreme security.md,https://www.rand.org/pubs/research_reports/RRA2849-1.html,22
Lab Scorecards/Prep for extreme security.md,https://www.alignmentforum.org/posts/LjgcRbptarrRfJWtR/a-breakdown-of-ai-capability-levels-focused-on-ai-r-and-d,24
Lab Scorecards/Prep for extreme security.md,https://krebsonsecurity.com/2018/07/google-security-keys-neutralized-employee-phishing/,87
Lab Scorecards/Misuse prevention.md,https://www.alignmentforum.org/posts/KENtuXySHJgxsH2Qk/managing-catastrophic-misuse-without-robust-ais,76
Lab Scorecards/Misuse prevention.md,https://www.alignmentforum.org/posts/mFAvspg4sXkrfZ7FA/deep-forgetting-and-unlearning-for-safely-scoped-llms#Many_potential_strategies_exist_for_stronger_and_deeper_scoping,76
Lab Scorecards/Misuse prevention.md,https://alignment.anthropic.com/2025/modifying-beliefs-via-sdf/,78
Lab Scorecards/Misuse prevention.md,https://arxiv.org/pdf/2412.16720#page=17,81
Lab Scorecards/Risk assessment.md,https://metr.github.io/autonomy-evals-guide/elicitation-protocol/#3.1.-spurious-failures-summary,21
Lab Scorecards/Risk assessment.md,https://www.apolloresearch.ai/research/scheming-reasoning-evaluations,29
Lab Scorecards/Risk assessment.md,https://ai.meta.com/research/publications/code-world-model-preparedness-report/,37
Lab Scorecards/Risk assessment.md,https://joecarlsmith.com/2023/11/15/new-report-scheming-ais-will-ais-fake-alignment-during-training-in-order-to-get-power,69
Lab Scorecards/Risk assessment.md,https://www.alignmentforum.org/posts/EFrsvnF6uZieZr3uG/adversarial-training-importance-sampling-and-anti#Anti_adversarial_training_for_whistleblowing,71
Lab Scorecards/Risk assessment.md,https://www.alignmentforum.org/posts/vYWDEtJ2b8tkbG7Rv/behavioral-red-teaming-is-unlikely-to-produce-clear-strong,73
Lab Scorecards/Risk assessment.md,https://www.alignmentforum.org/posts/i2nmBfCXnadeGmhzW/catching-ais-red-handed#Few_shot_catastrophe_prevention,73
Lab Scorecards/Risk assessment.md,https://www.anthropic.com/research/auditing-hidden-objectives,77
Lab Scorecards/Risk assessment.md,https://alignment.anthropic.com/2025/bumpers/,77
Lab Scorecards/Risk assessment.md,https://www.alignmentforum.org/posts/ChDH335ckdvpxXaXX/model-organisms-of-misalignment-the-case-for-a-new-pillar-of-1,90
Lab Scorecards/Risk assessment.md,https://www.anthropic.com/news/alignment-faking,92
Lab Scorecards/Risk info sharing.md,https://www.alignmentforum.org/posts/ChDH335ckdvpxXaXX/model-organisms-of-misalignment-the-case-for-a-new-pillar-of-1,28
Lab Scorecards/Risk info sharing.md,https://www.anthropic.com/news/detecting-and-countering-malicious-uses-of-claude-march-2025,30
Lab Scorecards/Risk info sharing.md,https://openai.com/index/disrupting-malicious-uses-of-ai-by-state-affiliated-threat-actors/,33
Lab Scorecards/Risk info sharing.md,https://openai.com/index/disrupting-deceptive-uses-of-AI-by-covert-influence-operations/,33
Lab Scorecards/Risk info sharing.md,https://openai.com/index/disrupting-a-covert-iranian-influence-operation/,33
Lab Scorecards/Risk info sharing.md,https://openai.com/global-affairs/an-update-on-disrupting-deceptive-uses-of-ai/,33
Lab Scorecards/Risk info sharing.md,https://data.x.ai/2025-08-20-xai-risk-management-framework.pdf#page=8,35
Lab Scorecards/Risk info sharing.md,https://www.frontiermodelforum.org/updates/fmf-announces-first-of-its-kind-information-sharing-agreement/,39
Lab Scorecards/Risk info sharing.md,https://arxiv.org/abs/2407.21783,87
Lab Scorecards/Risk info sharing.md,https://arxiv.org/abs/2412.08905,89
Lab Scorecards/Risk info sharing.md,https://arxiv.org/abs/2412.19437,90
Lab Scorecards/Boosting safety research.md,https://www.lesswrong.com/posts/FG54euEAesRkSZuJN/ryan_greenblatt-s-shortform?commentId=B6oDGoyphuNuzdDAT,62
Lab Scorecards/Boosting safety research.md,https://www.matsprogram.org/,77
Lab Scorecards/Boosting safety research.md,https://alignment.anthropic.com/2024/anthropic-fellows-program/,77
RSP/Our Approach to Frontier AI.md,https://ai.meta.com/static-resource/Meta_Advanced-AI-Scaling-Framework-v2,30
RSP/AI models can be dangerous before public deployment.md,https://metr.org/blog/2024-08-29-common-elements-of-frontier-ai-safety-policies/,20
RSP/AI models can be dangerous before public deployment.md,https://www.aisi.gov.uk/work/pre-deployment-evaluation-of-openais-o1-model,20
RSP/AI models can be dangerous before public deployment.md,https://www.apolloresearch.ai/research/scheming-reasoning-evaluations,20
RSP/AI models can be dangerous before public deployment.md,https://evaluations.metr.org/openai-o1-preview-report/,20
RSP/AI models can be dangerous before public deployment.md,https://www.nrc.gov/reading-rm/doc-collections/fact-sheets/security-enhancements.html,30
RSP/AI models can be dangerous before public deployment.md,https://openai.com/index/dall-e-3-system-card/,53
RSP/AI models can be dangerous before public deployment.md,https://arxiv.org/abs/2405.10938,57
RSP/AI models can be dangerous before public deployment.md,https://arxiv.org/abs/2408.03314,57
RSP/Responsible Scaling Policies (RSPs).md,https://futureoflife.org/open-letter/pause-giant-ai-experiments/,30
RSP/Responsible Scaling Policies (RSPs).md,https://metr.org/,32
RSP/Responsible Scaling Policies (RSPs).md,https://metr.org/rsp-key-components/,34
RSP/Responsible Scaling Policies (RSPs).md,https://metr.org/language-model-pilot-report/,66
RSP/Responsible Scaling Policies (RSPs).md,https://www.safe.ai/statement-on-ai-risk,71
RSP/Responsible Scaling Policies (RSPs).md,https://metr.org/team/?name=paul-christiano,138
RSP/Responsible Scaling Policies (RSPs).md,https://metr.org/team/?name=holden-karnofsky,138
RSP/Responsible Scaling Policies (RSPs).md,https://metr.org/team/?name=chris-painter,138
RSP/Responsible Scaling Policies (RSPs).md,"https://sd11.senate.ca.gov/news/20230913-senator-wiener-introduces-safety-framework-artificial-intelligence-legislation#:~:text=Under%20the%20framework%2C%20AI%20labs,caused%20by%20foreseeable%20safety%20risks",149
RSP/Responsible Scaling Policies (RSPs).md,https://www.gov.uk/government/speeches/secretary-of-state-speech-at-cogx-festival,149
RSP/Responsible Scaling Policies (RSPs).md,https://www.anthropic.com/index/anthropics-responsible-scaling-policy,149
RSP/Responsible Scaling Policies (RSPs).md,https://www.alignmentforum.org/posts/dxgEaDrEBkkE96CXr/thoughts-on-responsible-scaling-policies-and-regulation,153
RSP/Responsible Scaling Policies (RSPs).md,https://www.alignmentforum.org/posts/dxgEaDrEBkkE96CXr/thoughts-on-responsible-scaling-policies-and-regulation?commentId=HMAL8nK47hD6XBTCw,153
RSP/Responsible Scaling Policies (RSPs).md,https://arxiv.org/abs/2306.13952,155
RSP/Responsible Scaling Policies (RSPs).md,https://arxiv.org/abs/2306.03809,155
RSP/Responsible Scaling Policy Version 3.0.md,https://anthropic.com/responsible-scaling-policy/rsp-v3-0,23
RSP/Responsible Scaling Policy Version 3.0.md,https://www.anthropic.com/news/anthropics-responsible-scaling-policy,33
RSP/Responsible Scaling Policy Version 3.0.md,https://www.anthropic.com/research/constitutional-classifiers,52
RSP/Responsible Scaling Policy Version 3.0.md,https://www.anthropic.com/news/activating-asl3-protections,53
RSP/Responsible Scaling Policy Version 3.0.md,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB53,54
RSP/Responsible Scaling Policy Version 3.0.md,https://www.nysenate.gov/legislation/bills/2025/A6453/amendment/A,54
RSP/Responsible Scaling Policy Version 3.0.md,https://artificialintelligenceact.eu/article/56/,54
RSP/Responsible Scaling Policy Version 3.0.md,https://trust.anthropic.com/resources?s=eorilovp4wxk38nxbi7k3&name=anthropic-frontier-compliance-framework,54
RSP/Responsible Scaling Policy Version 3.0.md,https://arxiv.org/pdf/2602.16703,59
RSP/Responsible Scaling Policy Version 3.0.md,https://www.rand.org/content/dam/rand/pubs/research_reports/RRA2800/RRA2849-1/RAND_RRA2849-1.pdf,62
RSP/Responsible Scaling Policy Version 3.0.md,https://support.claude.com/en/articles/12119250-model-safety-bug-bounty-program,87
RSP/Responsible Scaling Policy Version 3.0.md,https://www.anthropic.com/constitution,88
RSP/Responsible Scaling Policy Version 3.0.md,https://anthropic.com/responsible-scaling-policy/roadmap,92
RSP/Responsible Scaling Policy Version 3.0.md,https://anthropic.com/feb-2026-risk-report,104
RSP/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,https://arxiv.org/abs/2503.05731,26
RSP/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,https://github.com/meta-llama/PurpleLlama/blob/main/Llama-Guard3/8B/MODEL_CARD.md#evaluation,26
RSP/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,https://www.llama.com/docs/model-cards-and-prompt-formats/llama-guard-4/,30
RSP/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,https://github.com/meta-llama/PurpleLlama/blob/main/Llama-Guard3/8B/README.md,116
RSP/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,https://github.com/meta-llama/PurpleLlama/blob/main/Llama-Guard3/11B-vision/README.md,116
RSP/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,https://github.com/meta-llama/PurpleLlama/blob/main/Llama-Prompt-Guard-2/86M/MODEL_CARD.md,149
RSP/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,https://github.com/meta-llama/PurpleLlama,149
RSP/PurpleLlamaLlama-Guard412BMODEL_CARD.md at main.md,https://www.llama.com/developer-use-guide/,151
RSP/The Long-Term Benefit Trust.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Fe85c883654e0a7e6d096cfa0413b35bcb7ccad58-2880x1620.png&w=3840&q=75,20
RSP/The Long-Term Benefit Trust.md,https://www.anthropic.com/news/core-views-on-ai-safety,22
RSP/The Long-Term Benefit Trust.md,https://www.anthropic.com/news/anthropic-series-c,52
RSP/The Long-Term Benefit Trust.md,https://www.rand.org/about/people/m/matheny_jason.html,71
RSP/The Long-Term Benefit Trust.md,https://www.rand.org/,71
RSP/The Long-Term Benefit Trust.md,https://paulfchristiano.com/,74
RSP/The Long-Term Benefit Trust.md,https://www.alignment.org/,74
RSP/The Long-Term Benefit Trust.md,https://ev.org/,75
RSP/The Long-Term Benefit Trust.md,https://law.yale.edu/john-d-morley,81
RSP/The Long-Term Benefit Trust.md,https://hls.harvard.edu/faculty/noah-r-feldman/,81
RSP/The Long-Term Benefit Trust.md,https://www.nist.gov/news-events/news/2024/04/us-commerce-secretary-gina-raimondo-announces-expansion-us-ai-safety,85
AI Safety Risk/An Approach to Technical AGI Safety and Security.md,https://arxiv.org/abs/2504.01849,28
AI Safety Risk/An Approach to Technical AGI Safety and Security.md,https://arxiv.org/abs/2311.02462,36
AI Safety Risk/An Approach to Technical AGI Safety and Security.md,https://deepmind.google/discover/blog/updating-the-frontier-safety-framework/,84
AI Safety Risk/An Approach to Technical AGI Safety and Security.md,https://www.nature.com/articles/s41586-021-03819-2,216
AI Safety Risk/An Approach to Technical AGI Safety and Security.md,https://arxiv.org/abs/2006.04948,220
